,Start,End,Crackles,Wheezes,duration,start_index,end_index,start_index_int,end_index_int,y_segment,source
1,1.336,2.85,0,0,1.514,29458.800000000003,62842.5,29458,62842,"[-0.08503342 -0.08483072 -0.08471338 ... -0.07431018 -0.0728474
 -0.07152238]",159_1b1_Al_sc_Meditron
2,2.85,4.693,0,1,1.8429999999999995,62842.5,103480.65,62842,103480,"[-0.07127786 -0.07301982 -0.07500012 ...  0.09786147  0.0971352
  0.09654813]",159_1b1_Al_sc_Meditron
3,4.693,6.493,0,0,1.8000000000000007,103480.65,143170.65,103480,143170,"[ 0.09670677  0.09626763  0.09618185 ... -0.07092082 -0.07029089
 -0.06929077]",159_1b1_Al_sc_Meditron
4,6.493,8.079,0,0,1.5860000000000003,143170.65,178141.95,143170,178141,"[-0.06902368 -0.06769304 -0.06669214 ... -0.0525141  -0.05273129
 -0.05270221]",159_1b1_Al_sc_Meditron
5,8.079,9.607,0,0,1.5279999999999987,178141.95,211834.34999999998,178141,211834,"[-0.05221108 -0.05197678 -0.05186606 ... -0.01073441 -0.01044866
 -0.01022141]",159_1b1_Al_sc_Meditron
6,9.607,11.421,0,0,1.814,211834.34999999998,251833.05,211834,251833,"[-0.0105129  -0.01039814 -0.01041544 ... -0.06292621 -0.06407656
 -0.06527575]",159_1b1_Al_sc_Meditron
7,11.421,14.007,0,0,2.5860000000000003,251833.05,308854.35,251833,308854,"[-0.06748862 -0.07001186 -0.07273967 ... -0.1094465  -0.10920373
 -0.10902229]",159_1b1_Al_sc_Meditron
8,14.007,15.607,0,0,1.5999999999999996,308854.35,344134.35,308854,344134,"[-0.10857224 -0.10861663 -0.1084834  ... -0.01580956 -0.01473616
 -0.01465031]",159_1b1_Al_sc_Meditron
9,15.607,17.25,0,0,1.6430000000000007,344134.35,380362.5,344134,380362,"[-0.01426687 -0.01372284 -0.01341754 ... -0.05995075 -0.0556471
 -0.05097028]",159_1b1_Al_sc_Meditron
10,17.25,19.321,0,0,2.0710000000000015,380362.5,426028.05000000005,380362,426028,"[-0.04652963 -0.04211218 -0.03751054 ...  0.10242106  0.10286605
  0.10343447]",159_1b1_Al_sc_Meditron
11,19.321,19.936,0,0,0.6149999999999984,426028.05000000005,439588.8,426028,439588,"[ 0.10388365  0.1043589   0.10484615 ... -0.00681309 -0.00628081
 -0.00544514]",159_1b1_Al_sc_Meditron
0,0.021,1.15,0,0,1.129,463.05,25357.499999999996,463,25357,"[-0.01660435 -0.01630808 -0.01640003 ... -0.00506265 -0.00506708
 -0.00477789]",159_1b1_Ar_sc_Meditron
1,1.15,2.893,0,0,1.7429999999999999,25357.499999999996,63790.649999999994,25357,63790,"[-0.00530584 -0.0044164  -0.00460488 ...  0.02033483  0.02017446
  0.01994156]",159_1b1_Ar_sc_Meditron
2,2.893,4.779,0,0,1.8860000000000001,63790.649999999994,105376.95,63790,105376,[0.01985949 0.0205711  0.01960157 ... 0.03908799 0.03935786 0.03876563],159_1b1_Ar_sc_Meditron
3,4.779,7.007,0,0,2.2279999999999998,105376.95,154504.35,105376,154504,[0.0391265  0.03854929 0.03871303 ... 0.02118941 0.0209387  0.02109893],159_1b1_Ar_sc_Meditron
4,7.007,9.421,0,0,2.4139999999999997,154504.35,207733.05,154504,207733,[0.02127467 0.02134837 0.02105915 ... 0.00039603 0.00064835 0.00030818],159_1b1_Ar_sc_Meditron
5,9.421,11.721,0,0,2.3000000000000007,207733.05,258448.05,207733,258448,"[ 0.00040379  0.00021692  0.00025587 ... -0.0720631  -0.0725228
 -0.07111609]",159_1b1_Ar_sc_Meditron
6,11.721,13.821,0,0,2.0999999999999996,258448.05,304753.05,258448,304753,"[-0.07215343 -0.07223853 -0.07215732 ...  0.03507411  0.03532211
  0.03519539]",159_1b1_Ar_sc_Meditron
7,13.821,15.836,0,0,2.0150000000000006,304753.05,349183.8,304753,349183,[0.03582948 0.03564699 0.03593333 ... 0.01045501 0.01009958 0.01077901],159_1b1_Ar_sc_Meditron
8,15.836,17.35,0,0,1.5140000000000011,349183.8,382567.50000000006,349183,382567,[0.01059129 0.01051006 0.01073926 ... 0.00814184 0.00668935 0.0055753 ],159_1b1_Ar_sc_Meditron
0,0.022,1.707,0,0,1.685,485.09999999999997,37639.35,485,37639,[0.01535657 0.01564523 0.01633753 ... 0.10410008 0.10337426 0.10267746],159_1b1_Ll_sc_Meditron
1,1.707,3.664,0,0,1.957,37639.35,80791.2,37639,80791,[0.1022409  0.10140347 0.10065616 ... 0.03948347 0.03841888 0.0377909 ],159_1b1_Ll_sc_Meditron
2,3.664,5.364,0,0,1.6999999999999997,80791.2,118276.2,80791,118276,[0.03621648 0.03558677 0.03439442 ... 0.01051784 0.01036395 0.01052727],159_1b1_Ll_sc_Meditron
3,5.364,7.107,0,0,1.7430000000000003,118276.2,156709.35,118276,156709,"[ 0.01077451  0.0113182   0.01086904 ... -0.36536968 -0.36515266
 -0.36511323]",159_1b1_Ll_sc_Meditron
4,7.107,8.793,0,0,1.685999999999999,156709.35,193885.65,156709,193885,"[-0.3651527  -0.36550644 -0.3648918  ... -0.22253384 -0.22188991
 -0.22131072]",159_1b1_Ll_sc_Meditron
5,8.793,10.521,0,0,1.7280000000000015,193885.65,231988.05000000002,193885,231988,"[-0.22138529 -0.22128126 -0.22026463 ...  0.08553509  0.08548414
  0.08620991]",159_1b1_Ll_sc_Meditron
6,10.521,12.007,0,0,1.4859999999999989,231988.05000000002,264754.35,231988,264754,[0.08638004 0.0869564  0.08789676 ... 0.06458011 0.06449298 0.06429784],159_1b1_Ll_sc_Meditron
7,12.007,13.707,0,0,1.700000000000001,264754.35,302239.35000000003,264754,302239,[0.06433874 0.06466065 0.06466606 ... 0.02517756 0.02551576 0.0255644 ],159_1b1_Ll_sc_Meditron
8,13.707,15.55,0,0,1.843,302239.35000000003,342877.5,302239,342877,"[ 0.02637227  0.02620673  0.02680783 ... -0.11612771 -0.11623281
 -0.11699113]",159_1b1_Ll_sc_Meditron
9,15.55,17.336,0,0,1.7859999999999978,342877.5,382258.8,342877,382258,"[-0.11707714 -0.1181138  -0.11837348 ... -0.0294447  -0.02928461
 -0.02883411]",159_1b1_Ll_sc_Meditron
10,17.336,18.841,0,0,1.5050000000000026,382258.8,415444.05000000005,382258,415444,"[-0.02873097 -0.02849224 -0.0280938  ...  0.04720234  0.04778294
  0.04794762]",159_1b1_Ll_sc_Meditron
11,18.841,19.95,0,0,1.1089999999999982,415444.05000000005,439897.5,415444,439897,[0.04878153 0.04892145 0.04935499 ... 0.06816421 0.06838106 0.06872515],159_1b1_Ll_sc_Meditron
0,0.064,2.064,0,0,2.0,1411.2,45511.200000000004,1411,45511,[0.05463285 0.05477748 0.05523818 ... 0.11101788 0.11083761 0.11082124],159_1b1_Pr_sc_Meditron
1,2.064,4.593,0,0,2.529,45511.200000000004,101275.65,45511,101275,[0.11022563 0.11080765 0.11059058 ... 0.02769457 0.0279079  0.02756631],159_1b1_Pr_sc_Meditron
2,4.593,7.364,0,0,2.771,101275.65,162376.2,101275,162376,[0.02773445 0.02780369 0.02775307 ... 0.01747762 0.01721625 0.01798192],159_1b1_Pr_sc_Meditron
3,7.364,9.393,0,0,2.029000000000001,162376.2,207115.65000000002,162376,207115,"[ 0.01740409  0.0182152   0.01874298 ... -0.02272743 -0.02183273
 -0.02263921]",159_1b1_Pr_sc_Meditron
4,9.393,11.764,0,0,2.3709999999999987,207115.65000000002,259396.19999999998,207115,259396,"[-0.02207268 -0.0227253  -0.02258542 ... -0.01050947 -0.0102066
 -0.00968614]",159_1b1_Pr_sc_Meditron
5,11.764,14.05,0,0,2.2860000000000014,259396.19999999998,309802.5,259396,309802,"[-0.00986781 -0.0095282  -0.00954689 ... -0.03631646 -0.03713899
 -0.03695329]",159_1b1_Pr_sc_Meditron
6,14.05,16.521,0,0,2.471,309802.5,364288.05000000005,309802,364288,"[-0.03773833 -0.03787795 -0.03794961 ...  0.07703936  0.07720826
  0.07745358]",159_1b1_Pr_sc_Meditron
7,16.521,18.907,0,0,2.3859999999999992,364288.05000000005,416899.35,364288,416899,"[ 0.07796882  0.07828385  0.07889774 ... -0.04086139 -0.04104557
 -0.04072671]",159_1b1_Pr_sc_Meditron
8,18.907,19.979,0,0,1.0719999999999992,416899.35,440536.94999999995,416899,440536,"[-0.04091309 -0.04070115 -0.04055409 ...  0.00330133  0.00293015
  0.00290562]",159_1b1_Pr_sc_Meditron
0,0.109,4.766,1,1,4.657,2403.45,105090.3,2403,105090,"[-0.11181796 -0.11270764 -0.11197119 ... -0.13744502 -0.13552804
 -0.13499483]",160_1b2_Al_mc_AKGC417L
1,4.766,10.342,1,1,5.5760000000000005,105090.3,228041.1,105090,228041,"[-0.13377467 -0.13150993 -0.12944113 ...  0.09605788  0.09646652
  0.09710235]",160_1b2_Al_mc_AKGC417L
0,0.109,4.766,0,1,4.657,2403.45,105090.3,2403,105090,"[ 0.2647925   0.26523018  0.26517978 ... -0.11138198 -0.11361746
 -0.1163059 ]",160_1b2_Ar_mc_AKGC417L
1,4.766,10.342,0,1,5.5760000000000005,105090.3,228041.1,105090,228041,"[-0.11974718 -0.12153275 -0.12408169 ... -0.14040425 -0.13843907
 -0.13756233]",160_1b2_Ar_mc_AKGC417L
0,0.109,4.766,1,0,4.657,2403.45,105090.3,2403,105090,[0.2790298  0.28248093 0.2851105  ... 0.03457795 0.03417627 0.03513912],160_1b2_Lr_mc_AKGC417L
1,4.766,10.342,0,1,5.5760000000000005,105090.3,228041.1,105090,228041,"[ 0.03509967  0.03390754  0.03421499 ... -0.06869769 -0.06904594
 -0.06918887]",160_1b2_Lr_mc_AKGC417L
0,0.109,4.766,0,1,4.657,2403.45,105090.3,2403,105090,"[-0.02555768 -0.02261292 -0.02469149 ...  0.03931714  0.03884888
  0.03828484]",160_1b2_Pl_mc_AKGC417L
1,4.766,10.342,0,1,5.5760000000000005,105090.3,228041.1,105090,228041,"[ 0.0387464   0.04131291  0.04071325 ... -0.04602953 -0.04550477
 -0.04399062]",160_1b2_Pl_mc_AKGC417L
0,0.109,4.766,1,1,4.657,2403.45,105090.3,2403,105090,"[ 0.00895684  0.01216172  0.01234119 ... -0.06780974 -0.06780995
 -0.06886633]",160_1b2_Pr_mc_AKGC417L
1,4.766,10.342,0,1,5.5760000000000005,105090.3,228041.1,105090,228041,"[-0.0671817  -0.06788039 -0.06945563 ...  0.00851105  0.00728387
  0.00571394]",160_1b2_Pr_mc_AKGC417L
0,0.109,4.766,0,0,4.657,2403.45,105090.3,2403,105090,"[-0.05892371 -0.05891895 -0.06235314 ... -0.2269479  -0.23037055
 -0.23211089]",160_1b2_Tc_mc_AKGC417L
1,4.766,10.342,0,1,5.5760000000000005,105090.3,228041.1,105090,228041,"[-0.23342483 -0.23522972 -0.23746012 ... -0.01730326 -0.01783358
 -0.01899122]",160_1b2_Tc_mc_AKGC417L
0,1.862,5.718,0,1,3.856,41057.100000000006,126081.9,41057,126081,"[-0.43176872 -0.43075997 -0.4290435  ... -0.04222872 -0.04258741
 -0.04471648]",160_1b3_Al_mc_AKGC417L
1,5.718,9.725,1,1,4.007,126081.9,214436.25,126081,214436,"[-0.04694496 -0.04827591 -0.05049552 ...  0.41559422  0.41808227
  0.4224659 ]",160_1b3_Al_mc_AKGC417L
2,9.725,13.614,0,1,3.889000000000001,214436.25,300188.7,214436,300188,[0.42576325 0.42902672 0.4336129  ... 0.15886898 0.15871614 0.15947382],160_1b3_Al_mc_AKGC417L
3,13.614,17.671,0,1,4.056999999999999,300188.7,389645.55,300188,389645,"[ 0.16113546  0.16159526  0.16181958 ... -0.05222439 -0.05173054
 -0.05383431]",160_1b3_Al_mc_AKGC417L
4,17.671,19.541,0,0,1.870000000000001,389645.55,430879.05,389645,430879,"[-0.05389135 -0.0540401  -0.0547138  ...  0.01450364  0.01679325
  0.02011062]",160_1b3_Al_mc_AKGC417L
0,1.862,5.718,0,1,3.856,41057.100000000006,126081.9,41057,126081,"[-0.23256041 -0.23188962 -0.23116484 ... -0.14048058 -0.13433832
 -0.13028273]",160_1b3_Ar_mc_AKGC417L
1,5.718,9.725,0,1,4.007,126081.9,214436.25,126081,214436,"[-0.12574466 -0.12284413 -0.11845385 ...  0.25895062  0.2586134
  0.2599664 ]",160_1b3_Ar_mc_AKGC417L
2,9.725,13.614,0,1,3.889000000000001,214436.25,300188.7,214436,300188,"[ 0.26105067  0.2620823   0.26273626 ... -0.05657533 -0.05505772
 -0.05274566]",160_1b3_Ar_mc_AKGC417L
3,13.614,17.671,0,1,4.056999999999999,300188.7,389645.55,300188,389645,"[-0.05088408 -0.04707256 -0.04304606 ...  0.33570978  0.3368465
  0.33838525]",160_1b3_Ar_mc_AKGC417L
4,17.671,19.541,0,0,1.870000000000001,389645.55,430879.05,389645,430879,"[ 0.33914843  0.3393584   0.33955196 ... -0.67346144 -0.6748929
 -0.6761365 ]",160_1b3_Ar_mc_AKGC417L
0,1.862,5.718,0,1,3.856,41057.100000000006,126081.9,41057,126081,"[ 0.3780614   0.38038176  0.38368654 ... -0.09898066 -0.1008008
 -0.10246129]",160_1b3_Lr_mc_AKGC417L
1,5.718,9.725,0,1,4.007,126081.9,214436.25,126081,214436,"[-0.10461092 -0.10687721 -0.10842612 ...  0.09797925  0.10173717
  0.10499375]",160_1b3_Lr_mc_AKGC417L
2,9.725,13.614,0,1,3.889000000000001,214436.25,300188.7,214436,300188,"[ 0.10602127  0.1099117   0.11297838 ... -0.19362274 -0.19220068
 -0.19226262]",160_1b3_Lr_mc_AKGC417L
3,13.614,17.671,0,1,4.056999999999999,300188.7,389645.55,300188,389645,"[-0.19107047 -0.18956503 -0.18927711 ... -0.29207653 -0.29100922
 -0.28977513]",160_1b3_Lr_mc_AKGC417L
4,17.671,19.541,0,0,1.870000000000001,389645.55,430879.05,389645,430879,"[-0.2883149  -0.2871601  -0.28650293 ...  0.3734705   0.37304845
  0.37174398]",160_1b3_Lr_mc_AKGC417L
0,1.862,5.718,0,1,3.856,41057.100000000006,126081.9,41057,126081,[0.03851148 0.03785389 0.03845136 ... 0.00774769 0.00890488 0.00828809],160_1b3_Pl_mc_AKGC417L
1,5.718,9.725,1,1,4.007,126081.9,214436.25,126081,214436,[0.00616423 0.00551922 0.0057151  ... 0.2227012  0.22173229 0.22006905],160_1b3_Pl_mc_AKGC417L
2,9.725,13.614,1,1,3.889000000000001,214436.25,300188.7,214436,300188,"[ 0.21865627  0.21743202  0.21725415 ... -0.03196416 -0.03402807
 -0.03711909]",160_1b3_Pl_mc_AKGC417L
3,13.614,17.671,0,1,4.056999999999999,300188.7,389645.55,300188,389645,"[-0.03639467 -0.03520891 -0.03601884 ... -0.08042582 -0.07960839
 -0.07912209]",160_1b3_Pl_mc_AKGC417L
4,17.671,19.541,0,0,1.870000000000001,389645.55,430879.05,389645,430879,"[-0.07879905 -0.07720171 -0.07802831 ... -0.03381313 -0.03408457
 -0.03647684]",160_1b3_Pl_mc_AKGC417L
0,1.862,5.718,1,1,3.856,41057.100000000006,126081.9,41057,126081,[0.05756747 0.05743493 0.05501727 ... 0.02222903 0.02139837 0.02082576],160_1b3_Pr_mc_AKGC417L
1,5.718,9.725,1,1,4.007,126081.9,214436.25,126081,214436,[0.01934453 0.01931108 0.02087461 ... 0.13305734 0.1337653  0.13403484],160_1b3_Pr_mc_AKGC417L
2,9.725,13.614,1,1,3.889000000000001,214436.25,300188.7,214436,300188,"[ 0.13458015  0.13509464  0.13493134 ... -0.10723972 -0.10778958
 -0.10840616]",160_1b3_Pr_mc_AKGC417L
3,13.614,17.671,1,1,4.056999999999999,300188.7,389645.55,300188,389645,"[-0.10762548 -0.10825999 -0.10887253 ... -0.00752338 -0.00872288
 -0.00777507]",160_1b3_Pr_mc_AKGC417L
4,17.671,19.541,1,0,1.870000000000001,389645.55,430879.05,389645,430879,"[-0.00662924 -0.00787953 -0.00691205 ...  0.0156505   0.01674923
  0.01580798]",160_1b3_Pr_mc_AKGC417L
0,1.862,5.718,0,0,3.856,41057.100000000006,126081.9,41057,126081,"[-0.14057891 -0.14084761 -0.14008972 ...  0.06914942  0.0700172
  0.06914403]",160_1b3_Tc_mc_AKGC417L
1,5.718,9.725,0,1,4.007,126081.9,214436.25,126081,214436,[0.06951    0.07189678 0.07152857 ... 0.8439719  0.84226453 0.8423191 ],160_1b3_Tc_mc_AKGC417L
2,9.725,13.614,0,1,3.889000000000001,214436.25,300188.7,214436,300188,"[ 0.83982307  0.8408903   0.8446136  ... -0.49200425 -0.49264526
 -0.49321106]",160_1b3_Tc_mc_AKGC417L
3,13.614,17.671,0,1,4.056999999999999,300188.7,389645.55,300188,389645,"[-0.49228713 -0.49048647 -0.49040437 ...  0.43549764  0.4368638
  0.43593398]",160_1b3_Tc_mc_AKGC417L
4,17.671,19.541,0,0,1.870000000000001,389645.55,430879.05,389645,430879,"[ 0.4362496   0.43518078  0.43280974 ... -0.34219044 -0.34139362
 -0.33932504]",160_1b3_Tc_mc_AKGC417L
0,1.962,6.553,1,1,4.591,43262.1,144493.65,43262,144493,"[-0.17982338 -0.1789903  -0.17963907 ... -0.08075182 -0.0829591
 -0.08231517]",160_1b4_Al_mc_AKGC417L
1,6.553,11.16,1,1,4.607,144493.65,246078.0,144493,246078,"[-0.08111946 -0.0799222  -0.07919176 ... -0.02311332 -0.02311286
 -0.0203091 ]",160_1b4_Al_mc_AKGC417L
2,11.16,15.401,1,1,4.241,246078.0,339592.05,246078,339592,"[-0.02121477 -0.02067214 -0.0201828  ... -0.5646564  -0.5645734
 -0.5635483 ]",160_1b4_Al_mc_AKGC417L
3,15.401,19.841,1,1,4.440000000000001,339592.05,437494.05000000005,339592,437494,"[-0.5644548  -0.5635211  -0.56327415 ... -0.06256472 -0.06521619
 -0.06816072]",160_1b4_Al_mc_AKGC417L
0,1.962,6.553,0,1,4.591,43262.1,144493.65,43262,144493,"[ 0.15150486  0.14507098  0.14149901 ... -0.11056516 -0.10745749
 -0.10326466]",160_1b4_Ar_mc_AKGC417L
1,6.553,11.16,0,1,4.607,144493.65,246078.0,144493,246078,"[-0.09949789 -0.09758317 -0.09532528 ...  0.14118227  0.14203553
  0.14183989]",160_1b4_Ar_mc_AKGC417L
2,11.16,15.401,1,1,4.241,246078.0,339592.05,246078,339592,"[ 0.14310905  0.14604641  0.14505956 ... -0.21200246 -0.20786364
 -0.20376693]",160_1b4_Ar_mc_AKGC417L
3,15.401,19.841,1,1,4.440000000000001,339592.05,437494.05000000005,339592,437494,"[-0.1998559  -0.19601154 -0.193841   ... -0.07507774 -0.07555975
 -0.07354233]",160_1b4_Ar_mc_AKGC417L
0,1.962,6.553,0,1,4.591,43262.1,144493.65,43262,144493,"[ 0.08805951  0.0906136   0.09283339 ... -0.2524927  -0.25390422
 -0.25507382]",160_1b4_Lr_mc_AKGC417L
1,6.553,11.16,0,1,4.607,144493.65,246078.0,144493,246078,"[-0.25731778 -0.2596303  -0.26047966 ... -0.06535167 -0.06393748
 -0.06296052]",160_1b4_Lr_mc_AKGC417L
2,11.16,15.401,0,1,4.241,246078.0,339592.05,246078,339592,"[-0.06220103 -0.06087599 -0.06070222 ... -0.13479266 -0.13450472
 -0.13364358]",160_1b4_Lr_mc_AKGC417L
3,15.401,19.841,0,1,4.440000000000001,339592.05,437494.05000000005,339592,437494,"[-0.13270122 -0.13187401 -0.1305229  ...  0.06213057  0.0626718
  0.06212564]",160_1b4_Lr_mc_AKGC417L
0,1.962,6.553,0,1,4.591,43262.1,144493.65,43262,144493,"[ 0.02488961  0.02656236  0.02616422 ... -0.10111145 -0.10119437
 -0.1012541 ]",160_1b4_Pl_mc_AKGC417L
1,6.553,11.16,1,1,4.607,144493.65,246078.0,144493,246078,"[-0.10191192 -0.10018574 -0.09930633 ... -0.04883314 -0.0489107
 -0.04857474]",160_1b4_Pl_mc_AKGC417L
2,11.16,15.401,0,1,4.241,246078.0,339592.05,246078,339592,"[-0.04927848 -0.04948664 -0.05026984 ...  0.01124094  0.01001956
  0.01115855]",160_1b4_Pl_mc_AKGC417L
3,15.401,19.841,0,1,4.440000000000001,339592.05,437494.05000000005,339592,437494,"[ 0.01323814  0.01502079  0.01606356 ... -0.09552679 -0.09661671
 -0.09759705]",160_1b4_Pl_mc_AKGC417L
0,1.962,6.553,1,1,4.591,43262.1,144493.65,43262,144493,"[-0.01542961 -0.01647295 -0.0160687  ... -0.05848769 -0.05900507
 -0.05681017]",160_1b4_Pr_mc_AKGC417L
1,6.553,11.16,1,1,4.607,144493.65,246078.0,144493,246078,"[-0.06079768 -0.06056799 -0.06006024 ...  0.01822894  0.01572694
  0.01596577]",160_1b4_Pr_mc_AKGC417L
2,11.16,15.401,1,0,4.241,246078.0,339592.05,246078,339592,"[ 0.01594109  0.01535246  0.01491842 ... -0.10588624 -0.10721228
 -0.10621568]",160_1b4_Pr_mc_AKGC417L
3,15.401,19.841,1,0,4.440000000000001,339592.05,437494.05000000005,339592,437494,"[-0.10465922 -0.10520852 -0.10458066 ... -0.07727707 -0.07638436
 -0.07616044]",160_1b4_Pr_mc_AKGC417L
0,1.962,6.553,0,1,4.591,43262.1,144493.65,43262,144493,"[-0.12637357 -0.12505914 -0.12331819 ... -0.25377056 -0.2531927
 -0.24987811]",160_1b4_Tc_mc_AKGC417L
1,6.553,11.16,0,1,4.607,144493.65,246078.0,144493,246078,"[-0.24822849 -0.25007224 -0.25165305 ... -0.9787812  -0.9784779
 -0.9744438 ]",160_1b4_Tc_mc_AKGC417L
2,11.16,15.401,0,1,4.241,246078.0,339592.05,246078,339592,"[-0.97431713 -0.97197044 -0.9688158  ... -0.26801118 -0.2647364
 -0.26039177]",160_1b4_Tc_mc_AKGC417L
3,15.401,19.841,0,1,4.440000000000001,339592.05,437494.05000000005,339592,437494,"[-0.2594696  -0.2573833  -0.25411582 ...  0.04093948  0.04072282
  0.04031125]",160_1b4_Tc_mc_AKGC417L
0,0.576,3.164,0,0,2.588,12700.8,69766.2,12700,69766,"[-0.15280959 -0.15394147 -0.1535812  ...  0.12326085  0.12308139
  0.12297557]",160_2b3_Lr_mc_AKGC417L
1,3.164,6.152,0,0,2.988,69766.2,135651.6,69766,135651,[0.1225149  0.12092643 0.11993369 ... 0.02782455 0.02785509 0.02788131],160_2b3_Lr_mc_AKGC417L
2,6.152,8.89,0,0,2.7380000000000004,135651.6,196024.5,135651,196024,"[ 0.02739069  0.026913    0.02719244 ... -0.02120111 -0.02229157
 -0.02470022]",160_2b3_Lr_mc_AKGC417L
3,8.89,11.594,1,0,2.703999999999999,196024.5,255647.69999999998,196024,255647,"[-0.0233134  -0.0218994  -0.02160198 ...  0.07621372  0.07923836
  0.08113625]",160_2b3_Lr_mc_AKGC417L
4,11.594,14.983,0,0,3.389000000000001,255647.69999999998,330375.15,255647,330375,"[ 0.08203062  0.08262524  0.08236699 ... -0.04446737 -0.0445303
 -0.04441397]",160_2b3_Lr_mc_AKGC417L
5,14.983,17.771,0,0,2.7880000000000003,330375.15,391850.55000000005,330375,391850,"[-0.04593994 -0.04607914 -0.04609867 ... -0.05462155 -0.0554743
 -0.05434914]",160_2b3_Lr_mc_AKGC417L
6,17.771,19.04,0,0,1.2689999999999984,391850.55000000005,419832.0,391850,419832,"[-0.05379044 -0.05137582 -0.05140011 ...  0.10415036  0.10302334
  0.10429198]",160_2b3_Lr_mc_AKGC417L
0,1.945,4.716,1,0,2.771,42887.25,103987.8,42887,103987,[0.1928962  0.19243132 0.19203101 ... 0.32916847 0.32993767 0.33074757],160_2b4_Ar_mc_AKGC417L
1,4.716,7.337,1,0,2.6209999999999996,103987.8,161780.85,103987,161780,"[ 0.3327979   0.3342902   0.33539516 ... -0.19998378 -0.19996041
 -0.20020254]",160_2b4_Ar_mc_AKGC417L
2,7.337,9.942,1,0,2.6050000000000004,161780.85,219221.1,161780,219221,"[-0.19902162 -0.19778079 -0.19776429 ... -0.0216285  -0.01852085
 -0.01752289]",160_2b4_Ar_mc_AKGC417L
3,9.942,12.613,1,0,2.6709999999999994,219221.1,278116.64999999997,219221,278116,"[-0.01578759 -0.01448342 -0.01160175 ... -0.38764215 -0.38642445
 -0.3858912 ]",160_2b4_Ar_mc_AKGC417L
4,12.613,15.301,1,0,2.6880000000000006,278116.64999999997,337387.05,278116,337387,"[-0.38622513 -0.38393316 -0.38052717 ... -0.46860617 -0.47163573
 -0.47485346]",160_2b4_Ar_mc_AKGC417L
5,15.301,17.922,1,0,2.6210000000000004,337387.05,395180.10000000003,337387,395180,"[-0.47852546 -0.47978997 -0.48241884 ... -0.2724362  -0.27221414
 -0.27213657]",160_2b4_Ar_mc_AKGC417L
6,17.922,18.957,1,0,1.0350000000000001,395180.10000000003,418001.85000000003,395180,418001,"[-0.27166834 -0.27039963 -0.26969856 ... -1.0000001  -1.0000001
 -1.0000001 ]",160_2b4_Ar_mc_AKGC417L
0,1.945,4.716,1,0,2.771,42887.25,103987.8,42887,103987,[0.15071557 0.15191962 0.15311539 ... 0.26035422 0.2586391  0.26427406],160_2b4_Pl_mc_AKGC417L
1,4.716,7.337,1,0,2.6209999999999996,103987.8,161780.85,103987,161780,"[ 0.2687855   0.25760335  0.26325217 ... -0.6805506  -0.6797111
 -0.6672021 ]",160_2b4_Pl_mc_AKGC417L
2,7.337,9.942,1,0,2.6050000000000004,161780.85,219221.1,161780,219221,"[-0.67549217 -0.6755993  -0.6725946  ... -0.04677227 -0.05100194
 -0.05251551]",160_2b4_Pl_mc_AKGC417L
3,9.942,12.613,1,0,2.6709999999999994,219221.1,278116.64999999997,219221,278116,"[-0.05341213 -0.05390547 -0.05711769 ...  0.08427653  0.08689314
  0.0874306 ]",160_2b4_Pl_mc_AKGC417L
4,12.613,15.301,1,0,2.6880000000000006,278116.64999999997,337387.05,278116,337387,"[ 0.09683937  0.09650515  0.10234171 ... -0.17272845 -0.17286162
 -0.17148425]",160_2b4_Pl_mc_AKGC417L
